carat,cut,color,clarity,depth,table,x,y,z,price
0.7,Good,E,VVS2,60.1,63.0,5.68,5.71,3.42,2857
0.7,Good,E,VVS2,63.6,62.0,5.61,5.58,3.56,2858
0.91,Good,I,VS2,64.3,58.0,6.05,6.09,3.9,2863
0.73,Good,E,SI1,63.6,57.0,5.7,5.72,3.63,2871
0.7,Good,D,SI1,62.5,56.7,5.59,5.62,3.51,2872
0.7,Good,E,SI1,61.4,64.0,5.66,5.71,3.49,2872
0.84,Good,G,SI1,65.1,55.0,5.88,5.97,3.86,2872
0.9,Good,J,SI1,64.0,61.0,6.0,5.96,3.83,2873
0.7,Good,H,VVS1,62.7,56.0,5.6,5.66,3.53,2877
0.7,Good,F,VS1,59.1,62.0,5.82,5.86,3.44,2877
0.9,Good,H,SI2,62.7,64.0,6.09,6.0,3.79,2883
0.9,Good,H,SI2,63.5,58.0,6.09,6.14,3.88,2889
0.8,Good,F,SI1,63.8,59.0,5.87,5.83,3.73,2890
0.71,Good,D,VS2,62.3,61.0,5.7,5.73,3.56,2891
0.82,Good,G,SI2,59.9,62.0,6.02,6.04,3.61,2893
0.72,Good,F,VS1,59.4,61.0,5.82,5.89,3.48,2897
0.98,Good,H,SI2,57.9,56.0,6.51,6.47,3.76,2898
0.7,Good,G,VVS1,59.9,61.0,5.75,5.81,3.46,2899
0.95,Good,I,SI2,63.8,57.0,6.23,6.13,3.94,2905
0.74,Good,E,SI1,62.8,61.0,5.74,5.76,3.61,2906
0.25,Good,F,VS1,63.6,57.0,4.04,4.01,2.56,558
0.31,Good,H,SI1,63.6,57.0,4.31,4.28,2.73,558
0.77,Good,F,VS2,60.3,61.0,5.89,5.96,3.57,2911
0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,2912
0.7,Good,E,VS2,58.7,63.0,5.69,5.73,3.35,2912
0.73,Good,E,VS2,63.2,56.0,5.75,5.76,3.64,2912
0.7,Good,F,VS1,63.8,58.0,5.61,5.58,3.57,2919
0.75,Good,E,SI1,58.3,60.0,5.94,5.99,3.48,2923
0.81,Good,D,SI2,63.6,55.0,5.91,5.86,3.74,2926
0.75,Good,D,SI2,57.6,56.0,5.98,6.07,3.47,2933
0.9,Good,H,SI2,62.7,64.0,6.0,6.09,3.79,2934
0.7,Good,F,VVS2,63.1,57.0,5.59,5.66,3.55,2940
1.0,Good,H,I1,57.6,61.0,6.67,6.6,3.82,2940
0.8,Good,F,SI1,63.8,59.0,5.83,5.87,3.73,2941
0.85,Good,G,SI1,64.9,56.0,5.95,5.98,3.87,2945
0.82,Good,H,VS2,62.4,54.0,5.97,6.04,3.75,2947
0.7,Good,E,VS1,61.0,61.0,5.69,5.72,3.48,2952
0.75,Good,F,VS1,64.4,59.0,5.67,5.72,3.66,2953
0.95,Good,I,SI2,63.8,57.0,6.13,6.23,3.94,2956
0.71,Good,F,VVS2,58.2,60.0,5.89,5.94,3.44,2956
0.72,Good,G,VS1,58.0,57.8,5.85,5.87,3.4,2958
0.7,Good,D,VS2,63.4,57.0,5.6,5.67,3.57,2960
0.71,Good,F,VVS2,58.9,61.0,5.8,5.9,3.44,2960
0.7,Good,E,VS1,63.6,58.0,5.61,5.56,3.55,2964
0.9,Good,F,SI2,64.2,62.0,6.08,6.0,3.88,2964
0.7,Good,F,VS1,63.8,58.0,5.58,5.61,3.57,2970
1.04,Good,I,SI2,59.9,64.0,6.51,6.45,3.88,2970
0.7,Good,E,VS1,59.8,62.0,5.74,5.8,3.45,2973
0.9,Good,H,SI1,64.2,60.0,6.05,6.02,3.87,2974
0.7,Good,D,SI1,61.3,61.0,5.63,5.69,3.47,2980
0.64,Good,F,IF,58.6,61.0,5.69,5.71,3.34,2980
0.9,Good,E,SI2,58.7,63.0,6.2,6.23,3.65,2982
0.57,Good,E,VVS1,59.1,65.0,5.34,5.43,3.18,2990
0.93,Good,J,VS2,63.6,61.0,6.16,6.08,3.89,3000
0.7,Good,D,VS1,63.6,60.0,5.61,5.52,3.54,3001
0.89,Good,H,SI2,63.3,59.0,6.04,6.09,3.84,3002
0.72,Good,F,VS1,63.8,58.0,5.68,5.63,3.61,3002
0.9,Good,G,SI2,63.7,62.0,6.07,6.01,3.85,3014
0.9,Good,F,SI2,64.2,62.0,6.0,6.08,3.88,3016
0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,3017
0.7,Good,F,VVS1,63.2,58.0,5.58,5.62,3.54,3018
0.7,Good,E,VS1,60.2,61.0,5.71,5.75,3.45,3018
0.9,Good,H,SI2,63.1,60.0,6.09,6.14,3.86,3024
0.9,Good,H,SI2,63.1,55.0,6.08,6.13,3.85,3024
0.9,Good,J,VS2,63.9,58.0,6.15,6.08,3.91,3024
0.75,Good,D,SI1,63.6,58.0,5.77,5.65,3.63,3024
0.77,Good,H,VVS2,57.9,61.0,6.07,6.01,3.5,3027
1.01,Good,E,I1,63.8,57.0,6.4,6.33,4.06,3032
0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,3033
0.7,Good,D,VS2,63.9,58.0,5.62,5.58,3.58,3033
0.91,Good,I,SI2,60.2,59.0,6.24,6.29,3.77,3034
0.32,Good,E,SI1,63.3,56.0,4.34,4.35,2.75,561
0.4,Good,H,SI2,63.7,59.0,4.64,4.69,2.97,561
0.32,Good,G,VS2,63.3,54.0,4.36,4.39,2.77,561
0.32,Good,H,VS1,63.1,57.0,4.34,4.37,2.75,561
0.32,Good,G,VS2,63.1,57.0,4.3,4.35,2.73,561
0.32,Good,E,SI1,63.4,55.0,4.35,4.36,2.76,561
0.81,Good,I,VS1,59.4,56.0,5.97,6.11,3.59,3042
0.7,Good,G,VVS2,61.1,61.0,5.67,5.69,3.47,3046
0.72,Good,E,VS1,57.9,60.0,5.97,5.91,3.44,3048
0.82,Good,E,SI2,61.8,56.0,5.95,5.99,3.69,3050
1.02,Good,E,I1,63.1,60.0,6.31,6.4,4.01,3051
0.76,Good,F,VS1,59.9,61.0,5.89,5.98,3.56,3057
0.9,Good,I,SI2,60.7,58.0,6.17,6.21,3.76,3057
0.91,Good,F,SI2,63.9,56.0,6.11,6.06,3.89,3058
0.9,Good,G,SI2,63.6,57.0,6.1,6.04,3.86,3060
0.91,Good,I,SI2,57.9,60.0,6.46,6.39,3.72,3061
0.7,Good,E,VS1,59.4,61.0,5.79,5.83,3.45,3063
0.9,Good,G,SI2,63.7,62.0,6.01,6.07,3.85,3067
0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,3070
0.71,Good,G,VVS1,62.7,61.0,5.64,5.68,3.55,3072
0.7,Good,D,VS2,58.0,65.0,5.81,5.73,3.39,3073
0.9,Good,G,SI1,63.7,56.0,6.1,6.06,3.87,3074
0.75,Good,D,SI1,63.6,58.0,5.65,5.77,3.63,3078
0.94,Good,I,SI2,63.8,60.0,6.21,6.14,3.94,3079
0.7,Good,D,VS2,57.7,60.0,5.83,5.86,3.37,3082
0.75,Good,E,VS2,62.6,58.0,5.73,5.78,3.6,3084
0.9,Good,E,SI2,64.1,57.0,6.09,6.07,3.9,3084
0.7,Good,D,VS2,63.9,58.0,5.58,5.62,3.58,3087
0.7,Good,D,VS2,63.2,60.0,5.56,5.61,3.53,3087
0.7,Good,D,VS2,64.1,59.0,5.49,5.56,3.54,3087
1.01,Good,J,SI2,63.7,60.0,6.4,6.29,4.05,3088
0.77,Good,H,VVS1,63.1,57.0,5.83,5.86,3.69,3096
1.29,Good,I,I1,64.2,54.0,6.93,6.83,4.42,3098
1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,3105
1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,3105
0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,3105
0.79,Good,E,SI1,63.2,56.0,5.83,5.91,3.71,3107
0.7,Good,D,VS1,60.4,63.0,5.73,5.76,3.47,3107
0.32,Good,E,SI1,63.2,56.0,4.35,4.38,2.76,561
0.32,Good,E,SI1,63.1,56.0,4.36,4.39,2.76,561
0.9,Good,I,VS2,62.4,65.0,6.12,6.09,3.81,3107
1.01,Good,H,I1,63.2,58.0,6.33,6.39,4.02,3110
1.01,Good,H,SI2,64.1,56.0,6.37,6.3,4.06,3111
0.9,Good,H,SI2,60.4,61.0,6.14,6.22,3.73,3114
0.9,Good,H,SI2,64.3,58.0,5.97,6.03,3.86,3114
0.7,Good,E,VS2,60.3,60.0,5.69,5.75,3.45,3115
0.9,Good,H,SI2,64.3,60.0,6.0,6.1,3.89,3115
0.8,Good,F,VS1,63.3,55.0,5.87,5.92,3.73,3116
0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,3116
0.9,Good,F,SI2,63.2,59.0,6.06,6.13,3.85,3116
0.76,Good,G,VS1,60.3,60.7,5.86,5.9,3.55,3121
0.92,Good,I,SI1,57.4,65.0,6.42,6.48,3.7,3122
0.94,Good,D,SI2,57.9,61.0,6.48,6.43,3.74,3125
0.9,Good,H,SI1,60.5,64.0,6.18,6.11,3.72,3125
1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,3127
0.97,Good,J,VS2,64.3,58.0,6.25,6.22,4.01,3129
0.94,Good,I,SI2,63.8,60.0,6.14,6.21,3.94,3134
0.9,Good,E,SI2,64.1,57.0,6.07,6.09,3.9,3139
0.9,Good,E,SI2,63.4,62.0,6.0,6.02,3.81,3139
0.72,Good,E,VS2,60.8,62.0,5.73,5.78,3.5,3140
1.21,Good,E,I1,57.2,62.0,7.01,6.95,3.99,3144
0.72,Good,F,VVS2,61.3,65.0,5.76,5.72,3.52,3145
0.73,Good,E,VS1,63.7,59.0,5.67,5.69,3.62,3146
0.7,Good,E,VS1,61.2,58.0,5.66,5.72,3.48,3148
0.7,Good,E,VS1,58.7,60.0,5.79,5.83,3.41,3148
0.91,Good,G,SI2,62.5,60.0,6.05,6.08,3.79,3149
1.03,Good,J,SI2,64.1,62.0,6.37,6.33,4.07,3149
0.9,Good,D,SI2,63.9,60.0,6.07,6.11,3.89,3153
0.92,Good,E,SI2,62.0,64.0,6.2,6.16,3.83,3153
0.9,Good,H,SI2,63.4,60.0,6.03,6.08,3.84,3160
0.9,Good,H,SI2,62.4,61.0,6.03,6.11,3.79,3160
0.9,Good,I,VS2,62.4,65.0,6.09,6.12,3.81,3162
0.9,Good,G,SI2,63.3,59.0,6.07,6.12,3.86,3162
0.74,Good,E,VS2,63.9,54.0,5.77,5.81,3.7,3163
0.74,Good,E,VS2,63.5,56.0,5.75,5.8,3.67,3163
0.78,Good,F,VS1,64.0,54.0,5.86,5.82,3.74,3163
0.73,Good,F,VVS2,58.2,63.0,5.87,6.01,3.46,3166
0.7,Good,E,VS1,63.6,58.0,5.67,5.62,3.59,3175
0.9,Good,I,SI1,63.5,59.0,6.05,6.1,3.86,3176
0.4,Good,H,SI2,63.8,57.0,4.67,4.7,2.99,561
0.81,Good,D,SI1,63.9,58.0,5.9,5.85,3.75,3179
1.5,Good,G,I1,57.4,62.0,7.56,7.39,4.29,3179
1.03,Good,J,SI2,56.2,62.0,6.69,6.73,3.77,3188
0.75,Good,G,VVS1,58.4,56.0,5.98,6.06,3.52,3188
0.91,Good,H,VS2,63.8,59.0,5.99,5.96,3.82,3192
1.0,Good,H,SI2,62.0,64.0,6.43,6.29,3.94,3192
0.9,Good,J,VVS2,57.4,61.0,6.42,6.37,3.67,3193
0.7,Good,D,VS1,60.4,63.0,5.68,5.74,3.45,3193
0.9,Good,H,SI2,63.6,60.0,6.11,6.06,3.87,3193
0.83,Good,G,VS2,63.7,60.9,5.84,5.92,3.75,3195
0.9,Good,I,SI1,63.0,53.0,6.08,6.15,3.85,3196
0.9,Good,H,SI1,63.8,57.0,6.07,6.13,3.89,3201
1.04,Good,H,I1,63.9,58.0,6.35,6.42,4.08,3203
1.04,Good,J,SI2,63.8,56.0,6.36,6.32,4.05,3204
0.7,Good,F,VVS1,59.9,62.0,5.69,5.74,3.42,3206
0.9,Good,F,SI2,64.3,57.0,6.16,6.06,3.93,3210
0.91,Good,J,VS1,64.2,60.0,6.01,5.95,3.84,3210
0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,3214
0.9,Good,E,SI2,62.0,63.0,6.09,6.14,3.79,3218
0.68,Good,G,VVS1,61.9,55.0,5.63,5.68,3.5,3225
0.9,Good,G,SI1,57.7,62.0,6.29,6.23,3.61,3226
0.91,Good,H,SI1,63.7,60.0,6.16,6.09,3.9,3229
0.75,Good,E,VS1,63.1,55.0,5.8,5.83,3.67,3231
1.0,Good,J,SI2,62.7,58.0,6.28,6.32,3.95,3234
0.7,Good,D,VS1,57.8,60.0,5.85,5.87,3.39,3239
0.9,Good,G,SI2,64.1,56.0,6.12,6.08,3.91,3246
0.9,Good,I,VS2,63.7,61.0,6.1,6.06,3.87,3246
0.9,Good,I,VS2,63.8,55.0,6.16,6.07,3.9,3246
0.9,Good,G,SI2,63.8,59.0,6.05,6.02,3.85,3246
0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,3246
0.32,Good,E,SI1,62.5,61.0,4.32,4.35,2.71,564
0.26,Good,D,VVS2,63.6,56.0,4.06,4.09,2.59,564
0.26,Good,F,VVS1,63.3,57.0,4.05,4.07,2.57,564
0.9,Good,G,SI2,64.1,63.0,6.02,5.99,3.85,3246
0.76,Good,E,VS2,63.2,56.0,5.82,5.86,3.69,3249
0.81,Good,G,VS2,62.9,58.0,5.88,5.94,3.72,3250
0.9,Good,H,SI2,63.6,60.0,6.06,6.11,3.87,3250
0.83,Good,E,SI1,63.7,59.0,5.95,5.89,3.77,3250
0.9,Good,G,SI1,64.2,58.0,6.04,6.01,3.87,3250
0.9,Good,G,SI2,61.8,56.0,6.11,6.16,3.79,3253
0.78,Good,D,SI1,60.1,61.0,5.92,5.89,3.55,3253
1.0,Good,F,SI2,59.4,64.0,6.52,6.48,3.86,3259
1.04,Good,H,I1,63.9,58.0,6.42,6.35,4.08,3261
1.0,Good,F,SI2,63.6,62.0,6.25,6.2,3.96,3265
1.0,Good,J,VVS2,63.7,57.0,6.34,6.31,4.03,3265
0.9,Good,F,SI2,64.3,57.0,6.06,6.16,3.93,3267
0.9,Good,F,SI2,63.1,57.0,6.11,6.18,3.88,3267
0.9,Good,F,SI2,63.2,57.0,6.09,6.15,3.87,3267
0.9,Good,F,SI2,61.9,62.0,6.07,6.12,3.77,3267
0.7,Good,D,VVS2,63.3,54.0,5.6,5.64,3.56,3267
0.9,Good,G,SI2,58.4,55.0,6.34,6.39,3.72,3269
0.8,Good,E,VS2,63.4,56.0,5.88,5.92,3.74,3273
0.8,Good,E,VS2,64.5,56.0,5.8,5.86,3.76,3273
0.9,Good,E,SI1,62.2,65.0,6.13,6.08,3.8,3274
0.7,Good,E,VS1,61.3,62.0,5.64,5.72,3.48,3277
0.92,Good,D,SI2,57.8,63.0,6.4,6.36,3.69,3277
0.9,Good,H,SI1,66.1,57.0,5.94,5.99,3.94,3282
0.92,Good,F,SI2,64.2,58.0,6.14,6.11,3.93,3282
0.91,Good,G,SI2,63.6,59.0,6.15,6.11,3.9,3282
0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,3283
0.8,Good,G,VS1,63.2,60.1,5.77,5.85,3.67,3283
0.89,Good,E,SI2,61.6,60.9,6.13,6.24,3.82,3284
1.04,Good,J,VS2,58.2,64.0,6.64,6.53,3.85,3285
0.91,Good,G,SI1,64.3,60.0,6.12,6.04,3.91,3286
0.91,Good,I,VS2,64.2,55.0,6.13,6.09,3.92,3287
0.9,Good,H,SI1,64.2,59.0,6.05,6.01,3.87,3290
0.91,Good,J,VS2,61.3,61.0,6.18,6.25,3.81,3290
0.77,Good,E,VS2,63.4,57.0,5.8,5.84,3.69,3291
1.02,Good,J,SI2,63.1,58.0,6.34,6.38,4.01,3298
0.78,Good,D,VS2,64.0,54.0,5.82,5.86,3.74,3298
0.91,Good,H,VS2,56.9,61.0,6.41,6.24,3.6,3302
0.9,Good,I,VS2,63.8,55.0,6.07,6.16,3.9,3303
0.9,Good,G,SI2,63.8,59.0,6.02,6.05,3.85,3303
0.9,Good,I,VS2,63.7,61.0,6.06,6.1,3.87,3303
0.9,Good,G,SI2,63.4,59.0,6.04,6.08,3.84,3303
0.9,Good,G,SI2,63.8,56.0,6.13,6.16,3.92,3303
0.76,Good,G,IF,64.6,61.0,5.72,5.8,3.72,3304
1.0,Good,D,SI2,64.0,54.0,6.29,6.24,4.01,3304
0.9,Good,G,SI1,64.2,58.0,6.01,6.04,3.87,3307
0.41,Good,J,VS2,64.0,59.0,4.64,4.71,2.99,565
0.3,Good,G,VS1,63.4,55.0,4.26,4.32,2.72,565
0.3,Good,G,VS1,63.5,58.0,4.21,4.26,2.69,565
0.3,Good,F,VS2,63.4,59.0,4.23,4.25,2.69,565
0.3,Good,G,VS1,63.3,56.0,4.28,4.31,2.72,565
0.7,Good,F,VVS1,63.3,56.0,5.64,5.7,3.59,3310
0.7,Good,D,VVS2,63.6,57.0,5.61,5.58,3.56,3312
0.84,Good,G,VS2,63.6,59.0,5.94,5.89,3.76,3312
0.96,Good,J,VS2,63.9,58.0,6.27,6.21,3.99,3312
0.7,Good,D,VVS2,63.7,55.0,5.66,5.61,3.59,3312
0.84,Good,G,VS1,63.6,57.0,5.98,5.93,3.79,3316
0.9,Good,F,SI2,63.2,56.0,6.15,6.2,3.9,3318
0.9,Good,F,SI2,63.2,58.0,6.09,6.12,3.86,3318
0.91,Good,H,SI1,63.8,56.0,6.09,6.04,3.87,3323
0.81,Good,D,SI1,64.1,54.0,5.92,5.96,3.81,3324
0.9,Good,E,SI1,63.8,61.0,6.08,6.05,3.87,3332
0.92,Good,D,SI2,57.8,63.0,6.36,6.4,3.69,3335
0.91,Good,G,SI2,63.6,59.0,6.11,6.15,3.9,3340
0.91,Good,G,SI2,63.2,61.0,6.01,6.27,3.88,3340
0.92,Good,F,SI2,64.2,58.0,6.11,6.14,3.93,3340
0.91,Good,G,SI2,63.3,57.0,6.08,6.12,3.86,3340
1.02,Good,I,SI2,57.1,62.0,6.66,6.58,3.78,3342
0.91,Good,G,SI1,64.3,60.0,6.04,6.12,3.91,3344
0.9,Good,H,SI2,61.3,61.0,6.11,6.16,3.76,3348
1.01,Good,I,SI2,64.1,58.0,6.26,6.31,4.03,3349
0.91,Good,D,SI2,64.1,62.0,6.06,6.01,3.87,3349
0.9,Good,G,SI2,58.5,61.0,6.28,6.33,3.69,3350
0.9,Good,I,VS2,58.5,66.0,6.23,6.25,3.65,3353
0.9,Good,G,SI2,61.3,60.0,6.13,6.2,3.78,3353
1.07,Good,F,I1,64.3,59.0,6.37,6.42,4.11,3354
0.9,Good,H,SI1,63.8,58.0,6.05,6.12,3.88,3357
0.91,Good,D,SI1,64.0,59.0,6.13,6.02,3.89,3357
1.0,Good,I,SI1,64.3,57.0,6.29,6.25,4.03,3360
0.82,Good,F,VS2,60.9,62.2,5.97,6.04,3.66,3363
0.91,Good,F,SI1,64.0,57.0,6.17,6.08,3.92,3363
0.8,Good,E,VS2,63.3,59.0,5.82,5.87,3.7,3365
0.69,Good,D,VVS2,61.5,61.0,5.61,5.65,3.46,3369
0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,3370
0.93,Good,F,SI2,61.3,62.0,6.17,6.26,3.81,3376
0.5,Good,D,IF,63.2,59.0,4.99,5.04,3.17,3378
0.7,Good,G,VVS1,58.5,62.0,5.8,5.82,3.4,3380
0.92,Good,I,SI1,63.3,58.0,6.14,6.18,3.9,3382
0.31,Good,G,SI2,63.2,55.0,4.31,4.33,2.73,408
0.31,Good,I,SI1,63.5,56.0,4.28,4.32,2.73,408
0.4,Good,J,VS1,64.0,56.0,4.66,4.69,2.99,567
0.31,Good,D,VS2,63.6,56.0,4.26,4.32,2.73,567
0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,567
0.33,Good,D,SI1,63.1,55.0,4.42,4.46,2.8,567
0.36,Good,H,VS2,63.7,55.0,4.49,4.52,2.87,568
0.9,Good,E,SI1,63.8,61.0,6.05,6.08,3.87,3391
0.77,Good,F,VS1,59.3,56.0,5.98,6.03,3.56,3393
0.71,Good,F,IF,62.1,62.0,5.68,5.79,3.56,3393
1.01,Good,I,SI1,58.4,64.0,6.51,6.48,3.79,3394
0.9,Good,H,SI1,63.2,61.0,6.12,6.03,3.84,3398
0.9,Good,I,VS2,62.5,59.0,6.06,6.13,3.81,3398
0.9,Good,I,VS1,62.8,57.0,6.07,6.16,3.84,3398
1.01,Good,J,SI1,62.8,58.0,6.28,6.33,3.96,3399
1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,3399
1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,3399
0.9,Good,E,SI1,64.3,62.0,6.0,6.07,3.88,3400
0.9,Good,E,SI2,63.2,57.0,6.06,6.15,3.86,3401
0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,3401
1.04,Good,J,SI1,64.2,58.0,6.42,6.34,4.1,3407
0.91,Good,D,SI2,64.1,62.0,6.01,6.06,3.87,3408
1.01,Good,I,SI2,64.1,58.0,6.31,6.26,4.03,3411
1.07,Good,F,I1,64.3,59.0,6.42,6.37,4.11,3415
1.21,Good,G,I1,64.0,59.0,6.78,6.73,4.32,3415
0.74,Good,E,VS1,63.4,55.0,5.76,5.78,3.66,3416
0.93,Good,F,SI2,59.4,61.0,6.24,6.25,3.71,3418
0.7,Good,E,VS1,58.4,61.0,5.85,5.89,3.43,3419
0.7,Good,E,VS1,58.4,60.0,5.84,5.87,3.42,3419
0.96,Good,D,SI2,64.0,62.0,6.16,6.13,3.93,3419
0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,3422
1.0,Good,J,VS2,57.6,58.0,6.59,6.56,3.79,3422
0.91,Good,F,SI1,64.0,57.0,6.08,6.17,3.92,3423
0.9,Good,J,VS2,57.9,63.0,6.32,6.35,3.67,3423
0.9,Good,J,VS2,62.3,64.0,6.09,6.17,3.82,3423
1.09,Good,G,SI2,57.4,61.0,6.82,6.75,3.89,3424
0.9,Good,D,SI2,63.5,62.0,6.09,6.13,3.88,3425
0.93,Good,G,SI2,64.5,56.3,6.08,6.14,3.94,3425
0.91,Good,H,SI1,63.9,60.0,6.13,6.08,3.9,3425
1.04,Good,J,SI2,64.2,59.0,6.47,6.38,4.13,3425
1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,3427
0.9,Good,F,SI1,64.3,57.0,6.08,6.01,3.89,3427
0.77,Good,D,VS2,64.3,56.0,5.84,5.77,3.73,3428
