carat,cut,color,clarity,depth,table,x,y,z,price
0.7,Very Good,E,VS2,62.9,57.0,5.66,5.69,3.57,2793
0.79,Very Good,E,SI1,63.2,56.0,5.91,5.86,3.72,2794
0.71,Very Good,E,VS2,60.7,56.0,5.81,5.82,3.53,2795
0.81,Very Good,H,SI2,61.3,59.0,5.94,6.01,3.66,2797
0.81,Very Good,E,SI1,60.3,60.0,6.07,6.1,3.67,2797
0.8,Very Good,H,VS2,63.4,60.0,5.92,5.82,3.72,2797
0.83,Very Good,E,SI2,58.0,62.0,6.19,6.25,3.61,2799
0.6,Very Good,G,IF,61.6,56.0,5.43,5.46,3.35,2800
0.9,Very Good,I,SI2,61.3,56.0,6.17,6.23,3.8,2800
0.83,Very Good,H,SI1,62.5,59.0,5.95,6.02,3.74,2800
0.87,Very Good,G,SI2,59.9,58.0,6.19,6.23,3.72,2802
0.7,Very Good,F,VS2,62.9,58.0,5.63,5.65,3.55,2803
0.74,Very Good,E,SI1,63.5,56.0,5.74,5.79,3.66,2803
0.71,Very Good,G,VS1,63.5,55.0,5.66,5.64,3.59,2803
0.71,Very Good,E,VS2,63.8,58.0,5.62,5.66,3.6,2804
0.71,Very Good,E,VS2,64.0,57.0,5.66,5.68,3.63,2804
0.8,Very Good,E,SI2,62.5,56.0,5.88,5.96,3.7,2804
0.7,Very Good,D,SI1,62.3,58.0,5.69,5.73,3.56,2804
0.72,Very Good,F,VS1,62.2,58.0,5.75,5.7,3.56,2804
0.81,Very Good,G,SI1,62.5,60.0,5.89,5.94,3.69,2806
0.75,Very Good,H,VVS1,60.6,58.0,5.85,5.9,3.56,2806
0.71,Very Good,F,VS1,62.2,58.0,5.66,5.72,3.54,2807
0.71,Very Good,F,VS1,60.0,57.0,5.84,5.9,3.52,2807
0.8,Very Good,H,VS2,62.8,57.0,5.87,5.91,3.7,2808
0.7,Very Good,F,VS1,62.0,57.0,5.64,5.71,3.52,2808
0.75,Very Good,G,VS2,63.4,56.0,5.78,5.74,3.65,2808
0.73,Very Good,D,SI1,63.1,57.0,5.74,5.7,3.61,2808
0.81,Very Good,F,SI1,63.1,59.0,5.85,5.79,3.67,2809
0.7,Very Good,F,VS1,61.8,56.0,5.63,5.7,3.5,2810
0.7,Very Good,F,VS1,59.9,60.0,5.77,5.84,3.48,2810
0.75,Very Good,F,SI1,63.4,58.0,5.72,5.76,3.64,2811
0.83,Very Good,D,SI1,63.5,54.0,5.98,5.95,3.79,2811
0.7,Very Good,G,VS1,63.0,60.0,5.57,5.64,3.53,2812
0.7,Very Good,F,VS2,59.5,58.0,5.75,5.85,3.45,2812
0.7,Very Good,F,VS2,61.7,58.0,5.63,5.69,3.49,2812
0.32,Very Good,I,SI1,63.1,56.0,4.39,4.36,2.76,554
0.3,Very Good,H,SI1,63.3,56.0,4.29,4.27,2.71,554
0.3,Very Good,H,SI1,63.4,60.0,4.25,4.23,2.69,554
0.29,Very Good,E,VS1,61.9,55.0,4.28,4.33,2.66,555
0.29,Very Good,E,VS1,62.4,55.0,4.2,4.25,2.63,555
0.31,Very Good,F,SI1,61.8,58.0,4.32,4.35,2.68,555
0.43,Very Good,E,I1,58.4,62.0,4.94,5.0,2.9,555
0.32,Very Good,F,VS2,61.4,58.0,4.37,4.42,2.7,556
0.7,Very Good,F,VS2,62.3,58.0,5.64,5.72,3.54,2812
0.7,Very Good,F,VS2,60.9,61.0,5.66,5.71,3.46,2812
0.84,Very Good,E,SI1,63.4,55.0,6.0,5.95,3.79,2813
0.55,Very Good,D,VVS1,61.5,56.0,5.23,5.27,3.23,2815
0.76,Very Good,F,SI2,58.5,62.0,5.93,6.01,3.49,2815
0.78,Very Good,I,VVS2,61.4,56.0,5.91,5.95,3.64,2816
0.72,Very Good,G,VS1,63.8,58.0,5.64,5.68,3.61,2819
0.73,Very Good,E,SI1,63.2,58.0,5.76,5.7,3.62,2821
0.79,Very Good,D,SI2,62.8,59.0,5.86,5.9,3.69,2823
0.73,Very Good,G,VS1,62.0,57.0,5.75,5.8,3.58,2825
0.7,Very Good,D,VS2,63.3,56.0,5.6,5.58,3.54,2826
0.9,Very Good,I,SI2,63.5,56.0,6.17,6.07,3.88,2826
0.7,Very Good,D,SI1,62.3,59.0,5.67,5.7,3.54,2827
0.71,Very Good,E,VS2,62.7,59.0,5.65,5.7,3.56,2830
0.77,Very Good,H,SI1,61.7,56.0,5.84,5.89,3.62,2830
0.76,Very Good,E,SI2,60.8,60.0,5.89,5.98,3.61,2831
0.72,Very Good,F,VS2,62.5,58.0,5.71,5.75,3.58,2832
0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,2832
0.8,Very Good,I,VS2,62.0,58.0,5.86,5.95,3.66,2833
0.56,Very Good,E,IF,61.0,59.0,5.28,5.34,3.24,2833
0.7,Very Good,D,VS2,59.6,61.0,5.77,5.8,3.45,2833
0.51,Very Good,D,VVS1,59.9,58.0,5.16,5.19,3.1,2834
0.9,Very Good,J,SI1,63.4,54.0,6.17,6.14,3.9,2834
0.82,Very Good,H,SI1,60.7,56.0,6.04,6.06,3.67,2836
0.76,Very Good,H,SI1,60.9,55.0,5.92,5.94,3.61,2838
0.7,Very Good,E,SI1,63.5,59.0,5.53,5.49,3.5,2838
0.74,Very Good,E,SI1,60.0,57.0,5.85,5.89,3.52,2839
0.77,Very Good,H,VS1,61.0,60.0,5.9,5.87,3.59,2840
0.75,Very Good,F,SI2,59.8,56.0,5.85,5.92,3.52,2840
0.71,Very Good,D,VS1,63.4,55.0,5.69,5.61,3.58,2841
0.73,Very Good,D,SI1,63.9,57.0,5.66,5.71,3.63,2841
0.82,Very Good,F,SI2,59.7,57.0,6.12,6.14,3.66,2841
0.7,Very Good,E,VS2,60.2,62.0,5.71,5.75,3.45,2843
0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,2843
0.71,Very Good,E,VS2,59.4,58.0,5.76,5.82,3.44,2843
0.81,Very Good,F,SI2,63.2,58.0,5.91,5.92,3.74,2843
0.71,Very Good,D,SI1,61.5,58.0,5.73,5.79,3.54,2843
0.73,Very Good,F,VS1,61.8,59.0,5.73,5.79,3.56,2843
0.73,Very Good,E,SI1,57.7,61.0,5.92,5.96,3.43,2844
0.7,Very Good,E,VS1,62.0,59.0,5.65,5.68,3.51,2844
0.7,Very Good,E,VS2,61.8,59.0,5.65,5.68,3.5,2845
0.7,Very Good,E,VS2,58.9,60.0,5.83,5.85,3.44,2845
0.72,Very Good,F,VS1,60.2,59.0,5.79,5.84,3.5,2846
0.84,Very Good,H,SI1,61.2,57.0,6.1,6.12,3.74,2847
0.7,Very Good,G,VVS2,62.9,59.0,5.61,5.68,3.55,2848
0.74,Very Good,E,VS1,63.1,58.0,5.75,5.73,3.62,2849
0.7,Very Good,E,VS2,61.0,60.0,5.74,5.77,3.51,2850
1.2,Very Good,H,I1,63.1,60.0,6.75,6.67,4.23,2850
0.8,Very Good,F,SI1,63.4,57.0,5.89,5.82,3.71,2851
0.87,Very Good,F,SI2,61.0,63.0,6.22,6.07,3.75,2851
0.58,Very Good,E,IF,60.6,59.0,5.37,5.43,3.27,2852
0.91,Very Good,I,SI1,63.5,57.0,6.12,6.07,3.87,2852
0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,2854
0.7,Very Good,E,VS1,62.4,56.0,5.64,5.7,3.54,2854
0.73,Very Good,F,VS2,62.5,57.0,5.7,5.75,3.58,2855
0.34,Very Good,G,VS2,59.6,62.0,4.54,4.56,2.71,556
0.9,Very Good,G,SI2,63.1,58.0,6.08,6.02,3.82,2857
0.81,Very Good,F,SI1,61.3,57.0,6.02,6.05,3.7,2858
0.81,Very Good,F,SI1,61.7,57.0,6.0,6.05,3.72,2858
0.71,Very Good,E,VS2,63.5,59.0,5.68,5.59,3.58,2858
0.71,Very Good,F,VS2,61.3,61.0,5.68,5.73,3.5,2860
0.9,Very Good,J,SI2,63.6,58.0,6.07,6.1,3.87,2860
0.7,Very Good,D,SI1,62.5,55.0,5.67,5.72,3.56,2862
0.8,Very Good,F,SI1,62.6,58.0,5.9,5.92,3.7,2862
0.8,Very Good,D,SI2,62.5,59.0,5.88,5.92,3.69,2862
0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,2862
0.7,Very Good,E,VS2,58.7,63.0,5.73,5.69,3.35,2862
0.83,Very Good,I,VS2,61.6,58.0,6.05,6.07,3.73,2865
0.56,Very Good,D,VVS1,62.0,56.0,5.25,5.3,3.27,2866
0.56,Very Good,D,VVS1,61.8,55.0,5.27,5.31,3.27,2866
0.71,Very Good,H,VVS1,62.9,57.0,5.67,5.69,3.57,2867
0.75,Very Good,E,SI1,63.1,56.0,5.78,5.7,3.62,2868
0.73,Very Good,E,SI1,61.3,58.0,5.76,5.83,3.55,2871
0.75,Very Good,D,SI1,60.7,55.0,5.87,5.92,3.58,2872
0.7,Very Good,G,SI2,59.0,62.0,5.79,5.81,3.42,2872
0.7,Very Good,D,SI1,60.2,60.0,5.75,5.82,3.48,2872
0.72,Very Good,E,VS2,58.3,57.0,5.89,5.94,3.45,2872
0.76,Very Good,F,VS2,62.0,58.0,5.8,5.86,3.62,2873
0.77,Very Good,E,SI1,63.2,58.0,5.8,5.84,3.68,2873
0.72,Very Good,H,VS1,62.2,54.0,5.74,5.76,3.57,2877
0.79,Very Good,F,SI1,62.8,59.0,5.86,5.89,3.69,2878
0.79,Very Good,F,SI1,62.7,60.0,5.82,5.89,3.67,2878
0.79,Very Good,D,SI2,59.7,58.0,6.0,6.07,3.6,2878
0.73,Very Good,F,SI1,61.4,56.0,5.81,5.86,3.58,2879
0.92,Very Good,J,SI2,58.7,61.0,6.34,6.43,3.75,2880
0.74,Very Good,D,SI1,63.9,57.0,5.72,5.74,3.66,2880
0.71,Very Good,E,VS2,60.0,59.0,5.84,5.83,3.5,2881
0.7,Very Good,H,IF,62.8,56.0,5.62,5.65,3.54,2882
0.84,Very Good,F,SI1,63.8,57.0,5.95,6.0,3.81,2885
0.71,Very Good,D,SI1,62.4,54.0,5.71,5.79,3.59,2887
0.72,Very Good,G,VVS2,62.5,58.0,5.68,5.72,3.56,2889
0.7,Very Good,E,VS2,63.5,54.0,5.62,5.66,3.58,2889
0.7,Very Good,F,VS1,62.2,58.0,5.64,5.75,3.54,2889
0.71,Very Good,F,VS1,62.8,56.0,5.69,5.72,3.58,2889
0.71,Very Good,E,VS2,61.2,58.0,5.71,5.79,3.52,2891
0.71,Very Good,F,VS1,62.6,55.0,5.66,5.71,3.56,2893
0.82,Very Good,G,SI2,62.5,56.0,5.99,6.04,3.76,2893
0.7,Very Good,H,VVS1,59.2,60.0,5.87,5.78,3.45,2893
0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,2893
0.81,Very Good,E,SI2,62.4,57.0,5.91,5.99,3.71,2894
0.71,Very Good,G,VS2,60.9,56.0,5.75,5.78,3.51,2895
0.7,Very Good,F,VS1,61.8,59.0,5.66,5.76,3.53,2895
0.74,Very Good,G,VS1,59.8,58.0,5.85,5.89,3.51,2896
0.77,Very Good,G,VS2,61.3,60.0,5.81,5.91,3.59,2896
0.77,Very Good,G,VS2,58.3,63.0,6.0,6.05,3.51,2896
1.01,Very Good,I,I1,63.1,57.0,6.39,6.35,4.02,2896
0.6,Very Good,D,VVS2,60.6,57.0,5.48,5.51,3.33,2897
0.7,Very Good,F,SI1,61.9,58.0,5.71,5.72,3.54,2900
0.79,Very Good,F,SI1,63.0,54.0,5.91,5.94,3.73,2904
0.79,Very Good,D,SI2,62.8,57.0,5.85,5.9,3.69,2904
0.7,Very Good,E,VS1,58.4,59.0,5.83,5.91,3.43,2904
0.7,Very Good,G,VVS2,59.3,62.0,5.78,5.82,3.44,2905
0.7,Very Good,G,VVS2,63.4,59.0,5.62,5.64,3.57,2905
0.7,Very Good,G,VVS2,63.3,59.0,5.59,5.62,3.55,2905
0.71,Very Good,G,VS2,62.1,58.0,5.65,5.71,3.53,2905
0.86,Very Good,I,VS1,61.2,58.0,6.1,6.16,3.75,2905
0.91,Very Good,J,SI1,63.5,58.0,6.17,6.12,3.9,2905
0.74,Very Good,D,VS2,62.4,57.0,5.74,5.8,3.6,2906
0.31,Very Good,I,VS2,63.2,55.0,4.4,4.3,2.75,558
0.31,Very Good,I,VS2,63.1,54.0,4.34,4.31,2.73,558
0.82,Very Good,H,SI1,63.6,56.0,5.9,5.95,3.77,2908
0.71,Very Good,D,VS1,62.9,57.0,5.6,5.66,3.54,2910
0.7,Very Good,D,VS2,60.7,60.0,5.72,5.74,3.48,2913
0.71,Very Good,D,SI1,61.7,56.0,5.68,5.8,3.54,2913
0.8,Very Good,F,SI1,63.5,55.0,5.86,5.89,3.73,2914
0.83,Very Good,I,VS2,62.0,55.0,6.03,6.06,3.74,2915
0.77,Very Good,G,SI1,63.6,57.0,5.79,5.88,3.71,2915
0.8,Very Good,G,SI2,62.0,55.0,5.94,6.01,3.7,2915
0.73,Very Good,H,VS1,60.8,57.0,5.8,5.83,3.54,2916
0.71,Very Good,F,VS2,59.5,58.0,5.82,5.87,3.48,2918
0.8,Very Good,H,VS2,61.2,53.0,5.98,6.05,3.68,2918
0.83,Very Good,D,SI2,63.1,57.0,5.95,5.9,3.74,2918
0.72,Very Good,G,VS1,60.5,57.0,5.8,5.83,3.52,2919
0.8,Very Good,H,SI1,62.5,56.0,5.92,5.96,3.71,2919
0.74,Very Good,H,VVS2,60.5,60.0,5.79,5.81,3.51,2921
0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,2921
0.71,Very Good,E,VS2,60.7,60.0,5.75,5.78,3.5,2921
0.71,Very Good,D,SI1,60.1,60.0,5.76,5.79,3.47,2921
0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58,2922
0.71,Very Good,E,VS2,63.3,59.0,5.62,5.66,3.57,2922
0.68,Very Good,F,VS1,59.7,57.0,5.79,5.76,3.45,2922
0.72,Very Good,E,VS2,63.0,57.0,5.69,5.73,3.6,2923
0.72,Very Good,E,VS2,63.2,58.0,5.67,5.72,3.6,2923
0.7,Very Good,E,SI1,61.8,59.0,5.63,5.69,3.5,2923
0.75,Very Good,E,SI1,62.3,58.0,5.78,5.81,3.61,2923
0.75,Very Good,E,SI1,61.5,58.0,5.82,5.86,3.59,2923
0.8,Very Good,D,SI1,58.2,63.0,6.07,6.03,3.52,2925
0.7,Very Good,F,VS1,64.5,58.0,5.55,5.59,3.59,2925
0.51,Very Good,E,IF,63.3,58.0,5.03,5.08,3.2,2925
0.77,Very Good,H,VS1,63.3,57.0,5.79,5.83,3.68,2927
0.7,Very Good,F,VS2,61.3,54.0,5.72,5.76,3.52,2928
0.7,Very Good,D,VS2,60.8,59.0,5.67,5.71,3.46,2928
0.74,Very Good,E,SI1,61.0,58.0,5.82,5.85,3.56,2929
0.8,Very Good,G,VS2,61.1,57.0,6.01,6.07,3.69,2929
0.71,Very Good,E,VS2,61.3,60.0,5.74,5.71,3.51,2930
0.9,Very Good,E,SI2,58.7,63.0,6.23,6.2,3.65,2930
0.7,Very Good,G,VVS2,60.8,57.0,5.72,5.76,3.49,2931
0.72,Very Good,F,VS2,63.3,57.0,5.69,5.72,3.61,2931
0.7,Very Good,F,VVS2,63.2,58.0,5.66,5.6,3.56,2932
0.72,Very Good,G,VVS2,62.2,57.0,5.67,5.72,3.54,2933
0.59,Very Good,D,VVS2,60.6,59.0,5.44,5.49,3.31,2933
0.7,Very Good,G,VVS2,61.8,60.0,5.63,5.69,3.5,2936
0.81,Very Good,H,SI1,60.2,58.0,6.06,6.1,3.66,2936
0.71,Very Good,H,VVS1,62.7,57.0,5.66,5.72,3.57,2938
0.71,Very Good,H,VVS1,62.7,59.0,5.65,5.67,3.55,2938
0.73,Very Good,F,VS2,62.7,58.0,5.73,5.75,3.6,2939
0.73,Very Good,G,VS1,60.7,57.0,5.76,5.83,3.52,2939
0.83,Very Good,F,SI2,61.9,56.0,5.99,6.02,3.72,2939
1.24,Very Good,J,I1,61.9,55.0,6.85,6.92,4.26,2940
0.7,Very Good,F,VVS2,62.6,59.0,5.6,5.64,3.52,2940
0.79,Very Good,E,SI2,59.2,59.0,6.04,6.06,3.58,2941
0.81,Very Good,F,SI2,62.7,58.0,5.92,5.95,3.72,2942
0.74,Very Good,H,VVS2,61.3,58.0,5.8,5.85,3.57,2944
0.57,Very Good,D,VVS1,60.4,57.0,5.39,5.44,3.27,2945
0.79,Very Good,H,VS2,61.5,55.0,5.89,5.94,3.64,2945
0.78,Very Good,D,SI1,62.4,58.0,5.86,5.9,3.67,2945
0.71,Very Good,E,VS1,63.3,59.0,5.64,5.67,3.58,2946
0.71,Very Good,E,VS1,62.7,57.0,5.69,5.73,3.58,2946
0.78,Very Good,H,VS1,61.7,56.0,5.92,5.94,3.66,2947
0.72,Very Good,E,VS2,63.0,56.0,5.66,5.73,3.59,2949
0.81,Very Good,I,VS1,62.7,58.0,5.9,5.96,3.72,2950
0.72,Very Good,D,VS1,62.7,58.0,5.65,5.68,3.55,2951
0.7,Very Good,E,VS2,62.4,58.0,5.66,5.68,3.54,2952
0.7,Very Good,E,VS2,63.4,59.0,5.63,5.67,3.58,2952
0.7,Very Good,E,VS2,61.8,59.0,5.63,5.67,3.49,2952
0.7,Very Good,E,VS1,61.3,60.0,5.68,5.7,3.49,2952
0.8,Very Good,H,VS2,59.1,59.0,6.02,6.07,3.57,2953
0.71,Very Good,E,VS2,59.6,60.0,5.8,5.85,3.47,2954
0.82,Very Good,D,SI1,63.1,58.0,5.97,5.95,3.76,2954
0.7,Very Good,F,VS2,62.4,57.0,5.67,5.71,3.55,2956
0.74,Very Good,H,VS1,61.4,56.0,5.81,5.84,3.57,2956
0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,2956
0.91,Very Good,J,SI1,62.8,59.0,6.14,6.19,3.87,2956
0.56,Very Good,D,VVS1,60.1,58.0,5.36,5.42,3.24,2959
0.7,Very Good,F,VS1,60.1,58.0,5.73,5.79,3.46,2959
0.71,Very Good,H,VVS2,61.8,56.0,5.7,5.73,3.53,2960
0.7,Very Good,D,VS2,63.0,56.0,5.61,5.69,3.56,2960
0.77,Very Good,H,VS1,62.8,58.0,5.75,5.78,3.62,2961
0.91,Very Good,E,SI2,58.6,63.0,6.38,6.32,3.72,2963
0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,2964
0.71,Very Good,E,SI1,62.9,55.0,5.64,5.68,3.56,2964
0.71,Very Good,D,SI1,59.4,59.0,5.78,5.81,3.44,2964
0.73,Very Good,G,VS2,62.1,59.0,5.68,5.73,3.54,2966
0.85,Very Good,E,SI2,63.1,58.0,6.02,6.0,3.79,2966
0.7,Very Good,E,VS1,61.3,56.0,5.68,5.71,3.49,2967
0.7,Very Good,E,VS1,61.5,56.0,5.69,5.75,3.52,2967
0.86,Very Good,G,SI2,62.6,56.0,6.01,6.07,3.78,2967
0.3,Very Good,H,VVS2,62.0,56.0,4.28,4.3,2.66,559
0.31,Very Good,G,VS2,62.6,56.0,4.33,4.37,2.72,559
0.31,Very Good,G,VS2,61.4,55.0,4.38,4.41,2.69,559
0.31,Very Good,G,VS2,60.9,57.0,4.37,4.39,2.67,559
0.25,Very Good,E,VVS2,62.0,56.0,4.05,4.08,2.52,560
0.25,Very Good,E,VVS1,61.5,56.0,4.06,4.08,2.5,560
0.25,Very Good,F,IF,61.5,56.0,4.04,4.06,2.48,560
0.27,Very Good,F,IF,60.4,58.0,4.18,4.2,2.53,560
0.75,Very Good,E,SI1,60.2,60.0,5.89,5.93,3.56,2968
0.72,Very Good,G,VS1,60.6,56.0,5.84,5.87,3.55,2970
0.81,Very Good,E,SI1,63.8,58.0,5.85,5.97,3.77,2972
0.9,Very Good,H,SI2,63.1,60.0,6.14,6.09,3.86,2972
0.9,Very Good,J,SI2,63.3,59.0,6.08,6.12,3.86,2973
0.81,Very Good,E,SI1,59.5,60.0,6.05,6.09,3.61,2973
0.7,Very Good,F,VS1,62.1,57.0,5.69,5.72,3.54,2975
0.82,Very Good,E,SI2,63.3,56.0,5.99,5.95,3.78,2975
0.71,Very Good,G,VVS2,60.8,58.0,5.75,5.77,3.5,2977
0.71,Very Good,G,VS1,60.8,63.0,5.76,5.68,3.48,2982
0.9,Very Good,J,VS2,63.1,57.0,6.12,6.06,3.84,2984
0.7,Very Good,D,VS2,63.1,56.0,5.62,5.69,3.57,2985
0.77,Very Good,G,VS1,62.8,58.0,5.78,5.84,3.65,2986
0.6,Very Good,F,IF,60.1,54.0,5.5,5.58,3.33,2988
1.03,Very Good,G,I1,63.2,58.0,6.44,6.34,4.04,2988
0.76,Very Good,G,VS2,62.1,54.0,5.88,5.94,3.67,2990
0.72,Very Good,E,VS2,62.9,57.0,5.68,5.73,3.59,2990
0.7,Very Good,E,VS2,62.8,56.0,5.66,5.68,3.56,2992
0.69,Very Good,F,VVS2,61.5,60.0,5.64,5.67,3.48,2993
0.87,Very Good,H,SI2,61.0,56.0,6.15,6.19,3.77,2993
0.75,Very Good,E,SI1,63.6,56.0,5.73,5.75,3.65,2993
0.71,Very Good,F,VS2,59.6,56.0,5.84,5.88,3.49,2994
0.71,Very Good,G,VS1,59.3,55.0,5.88,5.95,3.51,2994
0.81,Very Good,G,VS2,63.1,58.0,5.88,5.84,3.7,2994
0.88,Very Good,I,VS1,63.3,55.0,6.11,6.06,3.85,2996
0.7,Very Good,D,VS2,59.7,59.0,5.82,5.78,3.46,2999
0.73,Very Good,G,VS1,62.4,58.1,5.71,5.75,3.58,2999
0.9,Very Good,I,SI2,62.5,58.0,6.1,6.15,3.83,3001
0.72,Very Good,D,SI1,61.5,58.0,5.74,5.78,3.54,3001
0.7,Very Good,D,VS1,63.4,59.0,5.58,5.55,3.53,3001
0.75,Very Good,H,VVS2,60.6,57.0,5.86,5.89,3.56,3002
0.83,Very Good,E,SI1,62.1,58.0,6.01,6.04,3.74,3002
0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,3002
