carat,cut,color,clarity,depth,table,x,y,z,price
0.58,Ideal,F,VVS1,61.7,56.0,5.33,5.37,3.3,2772
0.75,Ideal,D,SI2,61.3,56.0,5.85,5.89,3.6,2773
0.6,Ideal,E,VS1,61.7,55.0,5.41,5.44,3.35,2774
0.7,Ideal,E,SI1,62.7,55.0,5.68,5.74,3.58,2774
0.71,Ideal,E,VS2,62.2,57.0,5.79,5.62,3.55,2776
0.54,Ideal,E,VVS2,61.6,56.0,5.25,5.27,3.24,2776
0.54,Ideal,E,VVS2,61.5,57.0,5.24,5.26,3.23,2776
0.72,Ideal,G,SI1,61.8,56.0,5.72,5.75,3.55,2776
0.72,Ideal,G,SI1,60.7,56.0,5.79,5.82,3.53,2776
0.71,Ideal,G,SI1,60.5,56.0,5.8,5.76,3.5,2776
0.7,Ideal,E,VS2,62.1,55.0,5.7,5.67,3.53,2777
0.7,Ideal,E,SI1,61.4,57.0,5.76,5.7,3.52,2777
0.52,Ideal,F,VVS1,61.3,55.0,5.19,5.22,3.19,2778
0.74,Ideal,E,SI1,61.7,56.0,5.84,5.8,3.59,2779
0.71,Ideal,F,VS2,62.1,54.0,5.68,5.72,3.54,2780
0.74,Ideal,G,VS1,61.5,55.0,5.81,5.86,3.59,2780
0.7,Ideal,G,VS1,61.4,59.0,5.64,5.73,3.49,2780
0.77,Ideal,H,SI1,62.2,56.0,5.83,5.88,3.64,2781
0.78,Ideal,H,SI1,61.2,56.0,5.92,5.99,3.64,2781
0.76,Ideal,G,VS2,61.3,56.0,5.9,5.94,3.63,2782
0.72,Ideal,D,SI1,60.8,57.0,5.76,5.75,3.5,2782
0.52,Ideal,F,IF,62.2,55.0,5.14,5.18,3.21,2783
0.51,Ideal,F,VVS1,62.0,57.0,5.11,5.15,3.18,2787
0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,2787
0.76,Ideal,I,VVS2,61.8,56.0,5.85,5.87,3.62,2788
0.71,Ideal,F,SI1,62.5,55.0,5.71,5.65,3.55,2788
0.81,Ideal,G,SI2,61.6,56.0,5.97,6.01,3.69,2789
0.7,Ideal,E,SI1,61.6,56.0,5.72,5.75,3.53,2789
0.55,Ideal,G,IF,60.9,57.0,5.28,5.3,3.22,2789
0.64,Ideal,G,IF,61.3,56.0,5.54,5.58,3.41,2790
0.83,Ideal,F,SI2,62.3,55.0,6.02,6.05,3.76,2790
0.73,Ideal,E,SI1,62.2,56.0,5.74,5.78,3.58,2791
0.71,Ideal,E,SI1,61.3,55.0,5.72,5.77,3.52,2792
0.7,Ideal,F,VS1,62.2,56.0,5.73,5.68,3.55,2792
0.76,Ideal,I,VS2,61.3,56.0,5.87,5.91,3.61,2793
0.73,Ideal,H,VS2,62.7,55.0,5.72,5.76,3.6,2793
0.81,Ideal,F,SI2,62.6,55.0,5.92,5.96,3.72,2795
0.57,Ideal,F,VVS2,61.9,55.0,5.34,5.35,3.31,2797
0.51,Ideal,D,VVS1,61.7,56.0,5.12,5.16,3.17,2797
0.72,Ideal,G,VS2,61.9,58.0,5.72,5.75,3.55,2797
0.74,Ideal,H,VS1,61.8,58.0,5.77,5.81,3.58,2797
0.74,Ideal,H,VS1,61.6,56.0,5.81,5.82,3.58,2797
0.77,Ideal,I,VS1,61.5,59.0,5.87,5.91,3.62,2798
0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74,2799
0.78,Ideal,D,SI1,61.9,57.0,5.91,5.86,3.64,2799
0.83,Ideal,G,SI1,62.3,57.0,5.99,6.08,3.76,2800
0.83,Ideal,G,SI1,61.8,57.0,6.03,6.07,3.74,2800
0.79,Ideal,I,VS1,61.8,59.0,5.92,5.95,3.67,2800
0.61,Ideal,G,IF,62.3,56.0,5.43,5.45,3.39,2800
0.96,Ideal,F,I1,60.7,55.0,6.37,6.41,3.88,2801
0.73,Ideal,F,VS2,62.5,55.0,5.8,5.76,3.61,2801
0.75,Ideal,H,SI1,60.4,57.0,5.93,5.96,3.59,2801
0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,2802
0.71,Ideal,G,VS2,61.3,56.0,5.75,5.71,3.51,2803
0.73,Ideal,E,SI1,60.6,54.0,5.84,5.89,3.55,2803
0.91,Ideal,D,SI2,62.2,57.0,6.21,6.15,3.85,2803
0.72,Ideal,F,VS1,61.7,57.0,5.74,5.77,3.55,2804
0.82,Ideal,H,VS2,61.5,56.0,6.01,6.08,3.72,2804
0.7,Ideal,D,SI1,61.0,59.0,5.68,5.7,3.47,2804
0.72,Ideal,D,SI1,62.2,56.0,5.74,5.77,3.58,2804
0.72,Ideal,D,SI1,61.5,54.0,5.77,5.8,3.56,2804
0.73,Ideal,E,SI2,61.8,58.0,5.77,5.81,3.58,2805
0.72,Ideal,G,VS2,62.8,56.0,5.74,5.7,3.59,2805
0.7,Ideal,F,SI1,61.6,55.0,5.72,5.74,3.53,2806
0.58,Ideal,E,VVS2,60.9,56.0,5.41,5.43,3.3,2808
0.74,Ideal,D,SI2,61.7,55.0,5.81,5.85,3.6,2810
0.32,Ideal,I,SI1,62.4,57.0,4.37,4.35,2.72,554
0.32,Ideal,I,SI1,60.7,57.0,4.47,4.42,2.7,554
0.3,Ideal,H,SI1,62.9,57.0,4.27,4.22,2.67,554
0.33,Ideal,H,SI2,61.4,56.0,4.85,4.79,2.95,554
0.34,Ideal,H,VS2,61.5,56.0,4.47,4.5,2.76,555
0.34,Ideal,H,VS2,60.4,57.0,4.54,4.57,2.75,555
0.34,Ideal,I,VS1,61.8,55.0,4.48,4.52,2.78,555
0.34,Ideal,I,VS1,62.0,56.0,4.5,4.53,2.8,555
0.3,Ideal,G,VS1,62.3,56.0,4.29,4.31,2.68,555
0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,555
0.35,Ideal,G,SI1,60.6,56.0,4.56,4.58,2.77,555
0.36,Ideal,I,VS2,61.9,56.0,4.54,4.57,2.82,556
0.3,Ideal,G,VS2,62.0,56.0,4.28,4.3,2.66,556
0.26,Ideal,E,VS1,61.5,57.0,4.09,4.12,2.52,556
0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,2812
0.51,Ideal,F,VVS1,62.0,57.0,5.15,5.11,3.18,2812
0.76,Ideal,E,SI1,61.7,57.0,5.88,5.85,3.62,2814
0.7,Ideal,H,SI1,60.4,56.0,5.75,5.81,3.49,2815
0.7,Ideal,H,SI1,61.4,56.0,5.7,5.76,3.52,2815
0.7,Ideal,H,SI1,61.5,55.0,5.73,5.79,3.54,2815
0.7,Ideal,H,SI1,61.4,56.0,5.72,5.77,3.53,2815
0.61,Ideal,G,VVS2,60.1,57.0,5.52,5.54,3.32,2816
0.87,Ideal,H,SI2,62.7,56.0,6.16,6.13,3.85,2816
0.83,Ideal,H,SI1,62.5,55.0,6.04,6.0,3.76,2816
0.71,Ideal,I,VVS2,60.2,56.0,5.84,5.89,3.53,2817
0.71,Ideal,E,VS2,62.7,57.0,5.66,5.64,3.54,2817
0.63,Ideal,F,VVS2,61.5,56.0,5.48,5.52,3.38,2817
0.71,Ideal,E,SI1,61.3,55.0,5.77,5.72,3.52,2817
0.9,Ideal,J,VS2,62.8,55.0,6.2,6.16,3.88,2817
0.8,Ideal,H,SI1,61.0,57.0,6.07,6.0,3.68,2818
0.7,Ideal,E,VS1,62.9,57.0,5.66,5.61,3.54,2818
0.72,Ideal,H,VS1,62.3,56.0,5.73,5.77,3.58,2819
0.71,Ideal,G,VS1,62.9,58.0,5.66,5.69,3.57,2820
0.75,Ideal,E,SI1,62.0,57.0,5.8,5.78,3.59,2821
0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,2821
0.6,Ideal,F,VVS2,62.0,55.0,5.37,5.4,3.34,2822
0.74,Ideal,I,VVS1,60.8,57.0,5.85,5.89,3.57,2822
0.73,Ideal,F,SI1,62.1,55.0,5.75,5.78,3.58,2822
0.7,Ideal,D,SI1,60.7,56.0,5.75,5.72,3.48,2822
0.71,Ideal,D,SI1,60.2,56.0,5.86,5.83,3.52,2822
0.7,Ideal,D,SI1,59.7,58.0,5.82,5.77,3.46,2822
0.7,Ideal,D,SI1,62.5,57.0,5.62,5.59,3.51,2822
0.7,Ideal,D,SI1,61.8,56.0,5.73,5.63,3.51,2822
0.7,Ideal,D,SI1,61.4,54.0,5.75,5.71,3.52,2822
0.61,Ideal,E,VVS2,61.3,54.0,5.51,5.59,3.4,2823
0.71,Ideal,E,SI1,60.5,56.0,5.77,5.73,3.47,2823
0.77,Ideal,I,VVS2,62.1,57.0,5.84,5.86,3.63,2824
0.82,Ideal,F,SI2,62.4,54.0,6.02,5.97,3.74,2824
0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88,2826
0.7,Ideal,H,VVS1,61.6,57.0,5.69,5.74,3.52,2827
0.7,Ideal,H,VVS1,62.3,55.0,5.66,5.7,3.54,2827
0.7,Ideal,D,SI2,60.6,57.0,5.74,5.77,3.49,2828
0.59,Ideal,E,VVS1,62.0,56.0,5.36,5.38,3.33,2829
0.72,Ideal,F,VS1,61.7,57.0,5.77,5.74,3.55,2829
0.97,Ideal,F,I1,60.7,56.0,6.41,6.43,3.9,2830
0.53,Ideal,F,VVS1,60.9,57.0,5.23,5.29,3.19,2830
0.53,Ideal,F,VVS1,61.8,57.0,5.16,5.19,3.2,2830
0.8,Ideal,I,VS2,62.1,54.4,5.94,5.99,3.7,2830
0.72,Ideal,E,SI1,62.3,57.0,5.7,5.76,3.57,2831
0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,2831
0.79,Ideal,G,SI1,61.8,56.0,5.93,5.91,3.66,2831
0.82,Ideal,H,SI1,62.5,57.0,5.91,5.97,3.71,2832
0.7,Ideal,D,VS2,61.0,57.0,5.74,5.76,3.51,2833
0.61,Ideal,F,VVS2,61.7,55.0,5.45,5.48,3.37,2833
0.85,Ideal,H,SI2,62.5,57.0,6.02,6.07,3.78,2833
0.7,Ideal,F,SI1,60.7,57.0,5.73,5.75,3.49,2833
0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,2834
0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,2834
0.53,Ideal,F,VVS1,61.4,57.0,5.2,5.23,3.2,2834
0.78,Ideal,I,VS2,61.8,55.0,5.92,5.95,3.67,2834
0.77,Ideal,E,SI2,60.7,55.0,6.01,5.95,3.63,2834
0.73,Ideal,F,VS1,61.2,56.0,5.89,5.81,3.58,2835
0.63,Ideal,F,VVS2,61.9,57.0,5.47,5.51,3.4,2835
0.7,Ideal,E,VS2,61.5,54.0,5.7,5.75,3.52,2835
0.72,Ideal,E,VS2,62.8,57.0,5.71,5.73,3.59,2835
0.72,Ideal,E,SI1,61.0,57.0,5.78,5.8,3.53,2835
0.7,Ideal,E,VS1,61.8,56.0,5.74,5.69,3.53,2837
0.71,Ideal,F,SI1,59.8,53.0,5.86,5.82,3.49,2838
0.71,Ideal,F,VS1,61.5,57.0,5.74,5.71,3.52,2839
0.7,Ideal,F,VS1,61.6,54.0,5.75,5.72,3.53,2839
0.71,Ideal,F,VS1,62.1,55.0,5.82,5.68,3.57,2839
0.7,Ideal,F,VS1,62.4,53.0,5.73,5.71,3.57,2839
0.73,Ideal,G,VS2,61.8,54.0,5.8,5.82,3.59,2839
0.7,Ideal,E,VS2,62.1,54.0,5.69,5.72,3.54,2839
0.7,Ideal,G,VS1,61.3,57.0,5.71,5.74,3.51,2839
0.7,Ideal,F,SI1,61.0,56.0,5.75,5.8,3.52,2840
0.92,Ideal,D,SI2,61.9,56.0,6.27,6.2,3.86,2840
0.82,Ideal,F,SI2,61.7,53.0,6.0,6.12,3.74,2841
0.82,Ideal,F,SI2,62.3,56.0,5.96,6.02,3.73,2841
0.52,Ideal,F,VVS1,61.2,56.0,5.19,5.21,3.18,2841
0.73,Ideal,D,SI1,61.4,57.0,5.76,5.8,3.55,2841
0.8,Ideal,I,VS1,62.6,54.0,5.92,5.96,3.72,2842
0.73,Ideal,G,VVS2,61.3,57.0,5.81,5.84,3.57,2843
0.72,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,2843
0.81,Ideal,F,SI2,62.1,57.0,5.91,5.95,3.68,2843
0.71,Ideal,G,VVS2,60.7,57.0,5.81,5.78,3.52,2843
1.01,Ideal,I,I1,61.5,57.0,6.45,6.46,3.97,2844
0.79,Ideal,H,VS2,62.5,57.0,5.91,5.93,3.7,2844
0.79,Ideal,D,SI1,61.5,56.0,5.96,5.91,3.65,2846
0.73,Ideal,H,VVS2,61.6,56.0,5.79,5.84,3.58,2846
0.73,Ideal,E,SI1,59.1,59.0,5.92,5.95,3.51,2846
0.7,Ideal,E,SI1,61.6,57.0,5.71,5.76,3.53,2846
0.72,Ideal,E,SI1,60.3,57.0,5.83,5.85,3.52,2847
0.54,Ideal,D,VVS2,61.5,55.0,5.25,5.29,3.24,2848
0.7,Ideal,F,VS2,60.8,59.0,5.69,5.79,3.49,2850
0.75,Ideal,J,SI1,61.5,56.0,5.83,5.87,3.6,2850
0.66,Ideal,D,VS1,62.1,56.0,5.54,5.57,3.45,2851
0.74,Ideal,F,SI1,61.0,57.0,5.85,5.81,3.56,2851
0.78,Ideal,I,VS1,61.5,57.0,5.88,5.92,3.63,2852
0.74,Ideal,G,SI1,61.3,55.0,5.85,5.86,3.59,2852
0.73,Ideal,E,SI1,62.7,55.0,5.7,5.79,3.6,2852
0.79,Ideal,D,SI2,62.8,57.0,5.9,5.85,3.69,2853
1.02,Ideal,H,SI2,61.6,55.0,6.49,6.43,3.98,2856
0.6,Ideal,F,VVS2,60.8,57.0,5.44,5.49,3.32,2856
0.8,Ideal,G,SI2,61.6,56.0,5.97,6.01,3.69,2856
0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,2856
0.26,Ideal,E,VS1,62.3,57.0,4.05,4.08,2.53,556
0.26,Ideal,E,VS1,62.1,56.0,4.09,4.12,2.55,556
0.36,Ideal,H,SI1,61.9,55.0,4.57,4.59,2.83,556
0.34,Ideal,E,SI1,62.2,54.0,4.47,4.5,2.79,556
0.31,Ideal,I,VVS1,61.6,55.0,4.36,4.41,2.7,557
0.31,Ideal,I,VVS1,61.3,56.0,4.36,4.38,2.68,557
0.31,Ideal,I,VVS1,62.3,54.0,4.37,4.4,2.73,557
0.31,Ideal,I,VVS1,62.0,54.0,4.37,4.4,2.72,557
0.31,Ideal,I,VVS1,62.7,53.0,4.33,4.35,2.72,557
0.31,Ideal,I,VVS1,62.2,53.0,4.36,4.38,2.72,557
0.31,Ideal,G,VS2,62.2,53.6,4.32,4.35,2.7,557
0.31,Ideal,H,VS1,61.6,54.8,4.35,4.37,2.69,557
0.31,Ideal,H,VS1,61.8,54.2,4.33,4.37,2.69,557
0.33,Ideal,G,SI2,61.9,56.0,4.45,4.41,2.74,557
0.33,Ideal,J,VS1,62.1,55.0,4.44,4.41,2.75,557
0.33,Ideal,I,SI1,63.0,57.0,4.39,4.37,2.76,557
0.72,Ideal,E,SI1,62.3,57.0,5.76,5.7,3.57,2857
0.7,Ideal,G,VVS2,62.1,56.0,5.63,5.71,3.52,2858
0.76,Ideal,E,SI1,62.7,54.0,5.88,5.83,3.67,2858
0.73,Ideal,D,SI1,61.5,56.0,5.84,5.8,3.58,2858
0.7,Ideal,D,VS2,61.0,57.0,5.76,5.74,3.51,2859
0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,2859
0.6,Ideal,E,VVS2,61.9,54.9,5.41,5.44,3.35,2860
0.53,Ideal,F,VVS1,61.4,57.0,5.23,5.2,3.2,2860
0.62,Ideal,G,VVS2,61.6,56.0,5.45,5.48,3.37,2861
0.62,Ideal,G,VVS2,61.6,56.0,5.48,5.51,3.38,2861
0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,2862
0.71,Ideal,D,SI1,60.8,56.0,5.8,5.77,3.52,2863
0.71,Ideal,D,SI1,61.7,57.0,5.75,5.7,3.53,2863
0.72,Ideal,F,VS2,59.5,57.0,5.91,5.86,3.5,2863
0.71,Ideal,E,VS2,61.0,55.0,5.79,5.75,3.52,2863
0.81,Ideal,E,SI2,60.3,57.0,6.07,6.04,3.65,2864
0.71,Ideal,E,VS1,62.2,55.0,5.74,5.7,3.56,2866
0.7,Ideal,H,VVS1,62.3,58.0,5.66,5.7,3.54,2866
0.7,Ideal,D,VS2,62.4,57.0,5.68,5.61,3.52,2867
0.71,Ideal,H,VVS1,60.4,57.0,5.78,5.81,3.5,2867
0.82,Ideal,F,SI2,62.3,56.0,5.99,5.95,3.72,2867
0.52,Ideal,F,VVS1,61.2,56.0,5.21,5.19,3.18,2867
0.82,Ideal,F,SI2,61.7,53.0,6.12,6.0,3.74,2867
0.82,Ideal,F,SI2,62.3,56.0,6.02,5.96,3.73,2867
0.8,Ideal,G,SI1,61.3,57.0,5.96,5.91,3.64,2867
0.72,Ideal,I,VS1,62.4,55.0,5.72,5.75,3.58,2868
0.62,Ideal,G,IF,60.5,57.0,5.52,5.56,3.35,2868
0.72,Ideal,E,SI1,60.8,55.0,5.77,5.84,3.53,2869
0.62,Ideal,G,IF,61.8,56.0,5.43,5.47,3.37,2869
0.73,Ideal,G,VVS2,61.3,57.0,5.84,5.81,3.57,2869
0.72,Ideal,H,VVS2,60.9,57.0,5.79,5.77,3.52,2869
0.83,Ideal,E,SI2,62.2,57.0,6.0,6.05,3.75,2870
0.8,Ideal,G,SI1,62.5,57.0,5.94,5.9,3.7,2870
0.74,Ideal,H,SI1,62.1,56.0,5.77,5.83,3.6,2870
0.72,Ideal,F,SI1,61.5,56.0,5.72,5.79,3.54,2870
0.82,Ideal,H,VS2,59.5,57.0,6.12,6.09,3.63,2870
0.75,Ideal,I,SI1,61.8,55.0,5.83,5.85,3.61,2871
0.79,Ideal,G,SI1,62.6,55.0,5.91,5.95,3.71,2871
1.02,Ideal,I,I1,61.7,56.0,6.44,6.49,3.99,2872
0.7,Ideal,D,SI1,61.8,56.0,5.63,5.73,3.51,2872
0.7,Ideal,D,SI1,61.4,54.0,5.71,5.75,3.52,2872
0.7,Ideal,D,SI1,60.7,56.0,5.72,5.75,3.48,2872
0.74,Ideal,E,SI1,62.3,58.0,5.74,5.78,3.59,2872
0.76,Ideal,E,SI2,62.8,56.0,5.78,5.82,3.64,2873
1.0,Ideal,I,SI2,61.7,56.0,6.45,6.41,3.97,2873
0.7,Ideal,F,VS1,61.0,55.0,5.77,5.73,3.51,2874
0.7,Ideal,F,VS1,61.6,55.0,5.75,5.71,3.53,2874
0.7,Ideal,F,VS1,62.4,56.0,5.69,5.65,3.54,2874
0.77,Ideal,H,SI1,62.4,56.0,5.84,5.9,3.66,2875
0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,2877
0.74,Ideal,G,VS2,62.3,55.0,5.8,5.83,3.62,2877
0.71,Ideal,I,VS2,61.5,55.0,5.76,5.78,3.55,2878
0.79,Ideal,F,SI1,62.8,56.0,5.88,5.9,3.7,2878
0.84,Ideal,G,SI2,61.0,56.0,6.13,6.1,3.73,2879
0.84,Ideal,G,SI2,62.3,55.0,6.08,6.03,3.77,2879
1.02,Ideal,J,SI2,60.3,54.0,6.53,6.5,3.93,2879
0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,2879
0.7,Ideal,H,VVS1,62.0,55.0,5.74,5.71,3.55,2881
0.54,Ideal,F,VVS1,61.8,56.0,5.23,5.26,3.24,2882
0.72,Ideal,D,SI1,61.8,56.0,5.75,5.81,3.57,2883
0.77,Ideal,D,SI2,61.5,55.0,5.9,5.93,3.64,2885
0.73,Ideal,E,SI1,61.4,56.0,5.79,5.81,3.56,2886
0.72,Ideal,E,SI1,62.7,55.0,5.64,5.69,3.55,2886
0.79,Ideal,I,VS1,61.7,59.0,5.93,5.96,3.67,2888
0.5,Ideal,E,VVS2,62.2,54.0,5.08,5.12,3.17,2889
0.5,Ideal,E,VVS2,62.2,54.0,5.09,5.11,3.17,2889
0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,2889
0.8,Ideal,F,SI1,61.5,54.0,6.07,6.0,3.71,2890
0.8,Ideal,F,SI1,62.4,57.0,5.9,5.87,3.67,2890
0.66,Ideal,G,VVS1,61.5,56.0,5.61,5.58,3.44,2890
0.71,Ideal,F,VS2,61.2,56.0,5.73,5.77,3.52,2891
0.71,Ideal,E,VS2,61.6,56.0,5.74,5.76,3.54,2891
0.71,Ideal,E,VS2,62.7,56.0,5.71,5.75,3.59,2891
0.72,Ideal,D,SI1,61.1,56.0,5.78,5.81,3.54,2891
0.86,Ideal,H,SI2,61.8,55.0,6.12,6.14,3.79,2892
0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,2893
0.75,Ideal,F,VS2,62.5,57.0,5.78,5.83,3.63,2893
0.8,Ideal,G,SI2,62.5,55.0,5.89,5.92,3.69,2893
0.81,Ideal,G,SI2,62.2,57.0,5.96,6.0,3.72,2894
0.76,Ideal,F,SI1,61.4,56.0,5.88,5.92,3.62,2894
0.7,Ideal,G,VVS2,62.1,53.0,5.71,5.75,3.56,2895
0.53,Ideal,F,VVS1,61.6,56.0,5.18,5.24,3.21,2896
0.79,Ideal,D,SI1,61.5,56.0,5.91,5.96,3.65,2896
0.73,Ideal,E,SI2,61.5,55.0,5.82,5.86,3.59,2896
0.77,Ideal,D,SI2,62.1,56.0,5.83,5.89,3.64,2896
1.01,Ideal,I,I1,61.5,57.0,6.46,6.45,3.97,2896
0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,2897
0.72,Ideal,E,SI1,62.5,55.0,5.69,5.74,3.57,2897
0.75,Ideal,D,SI1,62.3,55.0,5.83,5.8,3.62,2898
0.77,Ideal,D,SI1,62.6,57.0,5.92,5.81,3.67,2898
0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,2898
0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2898
0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2898
0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2898
0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2898
0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2898
0.81,Ideal,E,SI2,63.0,56.0,5.95,5.9,3.73,2901
0.74,Ideal,E,VS2,61.9,57.0,5.81,5.78,3.59,2901
0.73,Ideal,E,VS2,61.4,55.0,5.82,5.8,3.57,2902
0.75,Ideal,G,SI1,61.6,55.0,5.82,5.86,3.6,2902
0.75,Ideal,D,SI1,62.3,57.0,5.83,5.8,3.62,2903
0.72,Ideal,D,SI1,61.9,55.0,5.78,5.75,3.57,2903
0.62,Ideal,E,VVS2,62.0,56.0,5.48,5.52,3.41,2904
0.53,Ideal,D,VVS1,62.5,54.0,5.16,5.21,3.24,2905
0.8,Ideal,I,VS1,62.2,58.0,5.92,5.95,3.69,2906
0.61,Ideal,E,VVS2,62.4,53.9,5.42,5.43,3.38,2907
0.61,Ideal,E,VVS2,62.4,53.6,5.42,5.45,3.39,2907
0.61,Ideal,E,VVS2,62.1,54.2,5.43,5.45,3.38,2907
0.72,Ideal,H,VVS1,62.8,57.0,5.68,5.72,3.58,2907
0.7,Ideal,F,VS2,62.3,53.0,5.69,5.73,3.56,2907
0.71,Ideal,F,VS1,61.9,56.0,5.7,5.74,3.54,2907
0.79,Ideal,G,SI1,60.3,60.0,5.98,6.02,3.62,2907
0.72,Ideal,E,SI1,62.6,56.0,5.7,5.73,3.58,2907
0.33,Ideal,G,SI2,62.9,55.0,4.46,4.41,2.79,557
0.39,Ideal,H,SI2,61.5,57.0,4.66,4.7,2.88,558
0.32,Ideal,D,SI1,61.3,55.0,4.41,4.46,2.72,558
0.31,Ideal,E,SI2,61.7,56.0,4.4,4.35,2.7,558
0.31,Ideal,E,SI2,60.1,57.0,4.44,4.41,2.66,558
0.31,Ideal,E,SI2,61.3,55.0,4.37,4.34,2.67,558
0.31,Ideal,I,VS2,59.9,57.0,4.4,4.38,2.63,558
0.31,Ideal,H,SI1,62.9,56.0,4.31,4.27,2.7,558
0.73,Ideal,I,VS1,61.5,55.0,5.8,5.84,3.58,2908
